,FMID,MarketName,Website,Facebook,TwitterHandle,Youtube,OtherMedia,Instagram,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,StateCode,Population
313,1002984,Atchison Farmers Market,http://www.atchisonfarmersmarket.com,,,,,,Between 4th & 6th on Main St.,Atchison,Atchison,Kansas,66002,April to October,Wed:2:30 PM - 5:30 PM;Sat:8:00 AM - 12:00 PM;,,,,,,,-95.119747,39.560806,Other,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 12:53:22 PM,KS,10775.0
315,1018305,Athens Farmers Market,,,,,,,Wilson Park,Athens,Calhoun,Michigan,49011,06/02/2017 to 09/29/2017,Fri: 2:00 PM-6:00 PM;,,,,,,,-85.235417,42.091051,,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,2017-06-21T14:15:03Z,MI,1000.0
316,1005086,Athens Farmers Market,http://www.athensfarmersmarket.org,https://www.facebook.com/pages/Athens-Farmers-Market,,,,,1000 East State Street,Athens,Athens,Ohio,45701,01/01/2016 to 12/31/2016,Wed: 9:00 AM-12:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-82.0584387,39.335916299999994,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,2016-07-11T11:28:41Z,OH,29926.0
317,1010034,Athens Farmers Market At Market Park,http://cityofathenstn.com/parks,,,,,,106 South Jackson Street,Athens,McMinn,Tennessee,37303,06/17/2014 to 10/30/2014,Tue: 4:00 PM-6:00 PM;Thu: 4:00 PM-6:00 PM;Sat: 5:00 PM-9:00 PM;,,,,,,,-84.591849,35.441046,Local government building grounds,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,2014-04-24T11:08:12Z,TN,16170.0
318,1008974,Athens Farmers Market Downtown,http://www.athensfarmersmarket.net,https://www.facebook.com/AthensFarmersMarket,AthFarmersMkt,,instagram: athensfarmersmarket,instagram: athensfarmersmarket,301 College Ave,Athens,Clarke,Georgia,30601,04/09/2014 to 10/29/2014,Wed: 4:00 PM-7:00 PM;,,,,,,,-83.37605500000001,33.959569,Local government building grounds,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,2014-03-28T11:40:14Z,GA,140169.0
319,1018033,"Athens Farmers Market, L.L.C.",http://www.athensfarmersmarket.net/,https://www.facebook.com/AthensFarmersMarket,AthFarmersMkt,,https://www.instagram.com/athensfarmersmarket/,https://www.instagram.com/athensfarmersmarket/,271 W Hancock Ave,Athens,Clarke,Georgia,30601,04/12/2017 to 11/15/2017,Wed: 4:00 PM-7:00 PM;,,,,,,,-83.380247,33.959088,,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,2017-05-30T14:43:29Z,GA,140169.0
320,1018032,"Athens Farmers Market, L.L.C.",http://www.athensfarmersmarket.net/,https://www.facebook.com/AthensFarmersMarket,AthFarmersMkt,,https://www.instagram.com/athensfarmersmarket/,https://www.instagram.com/athensfarmersmarket/,705 Sunset Dr,Athens,Clarke,Georgia,30606,04/01/2017 to 12/16/2017,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.4121317,33.9644564,,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,2017-05-30T14:39:53Z,GA,140169.0
321,1000297,Athens Locally Grown,http://www.athens.locallygrown.net,,,,,,670 W. Broad Street,Athens,Clarke,Georgia,30603,January to December,Thu:4:30 PM - 8:00 PM;,,,,,,,-83.383849,33.956317999999996,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-05-07T13:55:31Z,GA,140169.0
322,1011861,Athens Saturday Market,http://www.athenssaturdaymarket.com,athenssaturdaymarket,AthensMarket,,"twitter, instagram","twitter, instagram",409 W Green Street,Athens,Limestone,Alabama,35611,06/04/2016 to 08/27/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.9735003,34.8013039,,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-06-29T11:19:45Z,AL,29192.0
323,1002987,Atherton Market,http://www.athertonmillandmarket.com,https://www.facebook.com/athertonmillandmarket,athertonmillmkt,,instagram @athertonmillmkt,instagram @athertonmillmkt,2104 South Boulevard,Charlotte,Mecklenburg,North Carolina,28203,,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;,,,,,,,-80.86126999999999,35.20844,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,2016-06-27T13:07:09Z,NC,1467362.0
326,1000708,Atlantic City Farmers' Market,http://www.acsid.com,,,,,,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,Atlantic,New Jersey,8401,July to October,Thu:10:00 am - 4:00 pm;Sat:10:00 am - 4:00 pm;,,,,,,,-74.4256,39.363,Local government building grounds,N,Y,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-01-20T10:34:31Z,NJ,241363.0
327,1000464,Atlantic Farmers Market,,,,,,,1200 7th Street E.,Atlantic,Cass,Iowa,50022,,,,,,,,,-94.9965,41.4043,Private business parking lot,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2013-06-17T11:43:14Z,IA,6085.0
328,1006303,Atlantic Highlands Chamber Of Commerce Farmers' Market,http://www.AtlanticHighlands.org,Atlantic Highlands Farmers Market,,,,,111 First Avenue,Atlantic Highlands,Monmouth,New Jersey,7716,06/03/2016 to 10/07/2016,Fri: 12:00 PM-6:00 PM;,,,,,,,-74.038861,40.412777,,Y,N,Y,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,2016-06-28T14:38:27Z,NJ,4311.0
330,1001503,Attala County Farmers Market,,https://www.facebook.com/pages/Attala-County-Farmers-Market/244536342327690,,,,,450 hwy 12 East,Kosciusko,Attala,Mississippi,39090,,Sat: 7:00 AM-12:00 PM;,,,,,,,-89.579812,33.066107,Other,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-05-20T12:34:01Z,MS,6501.0
331,1002860,Attalla City Farmers Market,,https://www.facebook.com/pages/City-of-Attalla/123797897678490,,,,,3rd St N (Hwy 11) beside Jack's Restaurant,Attalla,Etowah,Alabama,39554,06/06/2013 to 09/26/2013,Thu: 2:00 PM-6:00 PM;,,,,,,,-86.08858520000001,34.021763899999996,,Y,N,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2014-08-15T10:29:00Z,AL,5827.0
332,1018330,Attleboro Farmers Market,http://www.attleborofarmersmarket.com,AttleboroFarmersMarket@AttFrmMkt,,,,,201 County Street,Attleboro,Bristol,Massachusetts,2703,06/17/2017 to 10/14/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.299965,41.937857,,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,N,2017-06-22T08:59:21Z,MA,44590.0
333,1010003,Atwater Village Farmers' Market,http://www.seela.org/atwater-village-farmers-market/,https://www.facebook.com/pages/Atwater-Village-Farmers-Market/336210064056,AtwaterFM,,www.instagram.com/atwatervillagefm,www.instagram.com/atwatervillagefm,3250 Glendale Blvd,Los Angeles,Los Angeles,California,90039,01/01/2014 to 12/31/2014,Sun: 10:00 AM-2:00 PM;,,,,,,,-118.25983000000001,34.118435,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,2014-08-07T16:26:22Z,CA,12815475.0
335,1006311,Auburn Farmers Market,http://www.cityofauburn-ga.org/,,,,,,corner of Fourth Avenue and Mt. Moriah Road,Auburn,Barrow,Georgia,30011,June to September,Wed:3:00 pm - 7:00 pm;,,,,,,,-83.82799999999999,34.0137,Local government building grounds,N,N,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2/19/2012 12:03:16 PM,GA,7622.0
336,1002377,Auburn Farmers Co-op Market Inc.,http://www.Auburnfarmerscoopmarketinc.com,https://www.facebook.com/AuburnFarmersCoOpMarketInc,AuburnMarket,,,,97 state street,Auburn,Cayuga,New York,13021,06/03/2014 to 10/30/2014,Tue: 7:00 AM-2:00 PM;Thu: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,,,,,,,-76.57016899999999,42.933811999999996,Private business parking lot,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-04-01T07:13:36Z,NY,31126.0
337,1003772,Auburn Farmers Market,http://www.auburnpres.org,,,,,,Auburn Presbyterian Church,Auburn,Shawnee,Kansas,66402,04/29/2014 to 09/30/2014,Tue: 1:00 PM-6:00 PM;,,,,,,,-95.81573399999999,38.909597,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,-,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2014-04-07T18:39:40Z,KS,1222.0
340,1018270,Auburn Farmers Market,http://Auburnfarmersmarket@auburnmaine.gov,Auburn farmers market,,,,,67 Mill Street,Auburn,Androscoggin,Maine,4210,05/23/2017 to 10/03/2017,Tue: 4:00 PM-7:00 PM;,,,,,,,-70.224564,44.087793,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,2017-06-21T06:32:16Z,ME,23033.0
341,1006410,Auburn Hills Farmers Market,http://www.auburnhills.org/farmersmarket,,,,,,Auburn and Squirrel Road,Auburn Hills,Oakland,Michigan,48326,06/06/2014 to 09/26/2014,Thu: 2:30 PM-6:30 PM;,,,,,,,-83.220416,42.6337033,Closed-off public street,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T13:49:51Z,MI,23296.0
342,1011950,Auburn International Farmers Market,http://www.auburnfarmersmarket.org/,https://www.facebook.com/AuburnInternationalFarmersMarket/,,,,,23 A ST SW,Auburn,King,Washington,98001,06/04/2017 to 09/24/2017,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.231471,47.306835,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2016-12-21T16:42:13Z,WA,80776.0
345,1003923,Audubon Farmers Market,http://www.audubonneighborhood.org/content/audubon-farmers’-market,,,,,,Johnson Street NE and 27th Ave NE,Minneapolis,Hennepin,Minnesota,55418,June to September,Thu:4:00 PM - 7:00 PM;,,,,,,,-93.23712900000001,45.016819,Local government building grounds,N,N,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-06-05T23:15:49Z,MN,2926757.0
347,1008999,Audubon Park Community Market,http://audubonmarket.com/,https://www.facebook.com/apmarket,apmarket,,,,1842 East Winter Park Road,Orlando,Orange,Florida,32803,01/01/2014 to 12/31/2014,Mon: 6:00 PM-10:00 PM;,,,,,,,-81.346417,28.568415,Private business parking lot,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,2014-03-31T17:32:16Z,FL,1776841.0
351,1000559,Aurora Local Farmer's Market - Summer Market,,,,,,,Oak Street & Park Avenue,Aurora,Lawrence,Missouri,65605,04/06/2013 to 10/26/2013,Mon: -12:00 PM;Sat: 8:00 AM-;,,,,,,,-93.720373,36.969899,Private business parking lot,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,2013-07-01T09:04:27Z,MO,8335.0
352,1005604,Aurora Local Farmers' Market,,Aurora Local Farmers Market,,,,,2031 S. Elliott,Aurora,Lawrence,Missouri,65605,05/01/2013 to 10/31/2013,Wed: 8:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,11/04/2015 to 02/27/2016,Sat: 9:00 AM-12:00 PM;,,,,,-93.7201122,36.94886939999999,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/27/2015 12:53:05 PM,MO,8335.0
353,1010694,Aurora Local Farmers' Market - Winter Market,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1663,,,,,,Highway 60 and 39,Aurora,Lawrence,Missouri,65605,11/01/2014 to 02/28/2015,Sat: 7:00 AM-12:00 PM;,,,,,,,-93.717404,36.970302000000004,,Y,N,N,N,Y,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,2014-10-28T11:05:46Z,MO,8335.0
354,1011929,Aurora's Farmers Market Downtown,http://www.aurorasfarmersmarket@aurora-il.org,https://www.facebook.com/Friends.AFM.Aurora.IL/,,,,,233 North Broadway,Aurora,Kane,Illinois,60505,06/11/2016 to 10/15/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.308684,41.762039,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,2016-05-05T16:55:44Z,IL,200965.0
355,1011927,Aurora's Farmers Market East,,https://www.facebook.com/Friends.AFM.Aurora.IL/,,,,,701 South Eola Road,Aurora,DuPage,Illinois,60607,07/07/2016 to 08/25/2016,Thu: 10:00 AM-2:00 PM;,,,,,,,-88.247947,41.744077000000004,,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,2016-05-05T16:44:58Z,IL,200965.0
356,1011928,Aurora's Farmers Market West,http://ww.aurorasfarmersmarket.com,https://www.facebook.com/Friends.AFM.Aurora.IL/,,,,,1901 West Galena Blvd.,Aurora,Kane,Illinois,60506,07/06/2016 to 09/28/2016,Wed: 12:00 PM-5:00 PM;,,,,,,,-88.362122,41.764832,,Y,N,N,N,Y,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,2016-05-05T16:50:19Z,IL,200965.0
359,1012430,Austin Farmers' Market,http://www.eatfreshaustin.com,https://www.facebook.com/austinfarmersmarket/,EatFreshAustin,,,,501 Oakland Ave. East,Austin,Mower,Minnesota,55912,05/02/2016 to 10/29/2016,Mon: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-92.969561,43.66672,,Y,Y,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/11/2016 12:08:55 PM,MN,25321.0
363,1010695,Ava Growers' Market,http://www.usdalocalfooddirectories.com/farmersmarketdirectoryupdate/FM_BasicInfo.aspx?source=en&did=Wr9I0nOZZPBL7IAEse8z5w%3d%3d&cid=TaSF3iA3jK80vXTmtxIL3A==,,,,,,Center of the Square,Ava,Douglas,Missouri,65608,04/01/2014 to 10/31/2014,Sat: 7:00 AM-12:00 PM;,,,,,,,-92.66044570000001,36.951999,,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-10-28T11:14:27Z,MO,2763.0
366,1018390,Avon Farmers Market,http://www.avongov.org/category/subcategory.php?categoryid=28,https://www.facebook.com/AvonFarmersMarket,,,,,8244 E US Hwy 36,Avon,Hendricks,Indiana,46123,06/06/2017 to 10/31/2017,Tue: 4:00 PM-7:00 PM;,,,,,,,-86.378649,39.764413399999995,,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,2017-06-26T08:40:04Z,IN,17568.0
367,1011092,Avon Lake Farmers Market,http://avonlakefarmersmarket.org,https://www.facebook.com/pages/Avon-Lake-Farmers-Market/1402286433426690?ref=tn_tnmn,,,,,32801 Electric Blvd,Avon Lake,Lorain,Ohio,44012,06/07/2016 to,Tue: 3:00 PM-6:00 PM;,,,,,,,-82.020624,41.509613,,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,2016-06-27T13:28:05Z,OH,24184.0
368,1000898,Avon Market Days,http://www.avonfarmersmarket.org,,,,,,270 East Main St.,Avon,Livingston,New York,14414,06/19/2013 to 10/16/2013,Wed: 3:00 PM-6:00 PM;,,,,,,,-77.733822,42.910709000000004,Private business parking lot,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,2013-06-10T13:19:51Z,NY,4764.0
370,1003520,Aya Community Markets,http://www.dreamingoutloud.org/programs/ayamarkets/,,,,,,"4th Street and I Street, SW",Washington,District of Columbia,District of Columbia,20020,April to November,Sat:10:00 AM - 3:00 PM;,,,,,,,-77.0175504,38.8792834,Closed-off public street,N,Y,N,N,Y,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2012-07-18T13:19:51Z,DC,5289420.0
373,1004803,Aztec Farmers' Market,,,,,,,401 NE Aztec Blvd.,Aztec,San Juan,New Mexico,,07/09/2014 to 10/31/2014,Wed: 4:30 PM-7:00 PM;,,,,,,,-107.98909599999999,36.827899,Private business parking lot,Y,Y,N,Y,Y,-,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-05-20T14:00:21Z,NM,8210.0
374,1010696,B2b (back To Basics) Farmers' Maket - Pineville,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=2057,,,,,,600 Main Street,Pineville,McDonald,Missouri,64856,05/05/2015 to 10/27/2015,Tue: 8:00 AM-2:00 PM;,,,,,,,-94.383498,36.593521,,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-10-28T11:23:51Z,MO,791.0
375,1005235,B2b (back To Basics) Farmers' Market,,,,,,,Business 71,Anderson,McDonald,Missouri,64831,May to October,Sat:8:00 AM - 12:00 PM;,,,,,,,-94.4265963,36.6396152,Private business parking lot,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2012-06-05T09:54:39Z,MO,1977.0
376,1010697,B2b Farmers' Market- Thursdays,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=273,,,,,,Hwy. 59 North,Anderson,McDonald,Missouri,64831,05/01/2014 to 10/29/2014,Thu: 8:00 AM-2:00 PM;,,,,,,,-94.44080799999999,36.67013,,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,2014-10-28T11:41:16Z,MO,1977.0
378,1000029,Bagley Area Farmrs Market,http://www.bagleyareafarmersmarkeet.com,,,,,,US Highway 2 and Getchell Avenue,Bagley,Clearwater,Minnesota,56621,July to October,Fri:4:00 pm - 6:00 pm;,,,,,,,-95.397,47.5218,Private business parking lot,N,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/25/2011 12:47:24 PM,MN,1414.0
379,1005228,Bagnell Dam Farmers' Market,,,,,,,Bagnell Dam Strip,Lake Ozark,Camden,Missouri,65049,May to October,Fri:8:00 AM - 12:00 PM;,,,,,,,-92.6417,38.1973,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2012-06-05T10:25:08Z,MO,1792.0
380,1010608,Bainbridge Farmers Market,http://www.thebainbridgefarmersmarket.com/,https://www.facebook.com/bainbridgemkt?fref=ts,bainbridgemkt,,https://www.instagram.com/bainbridgefarmersmarket/,https://www.instagram.com/bainbridgefarmersmarket/,300 N Broad St,Bainbridge,Decatur,Georgia,39817,04/16/2016 to 06/30/2016,Sat: 9:00 AM-1:00 PM;,10/01/2016 to 12/17/2016,Sat: 9:00 AM-1:00 PM;,,,,,-84.5755207,30.9073968,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,2016-03-11T21:58:09Z,GA,11558.0
381,1004633,Bainbridge Island Farmers' Market,http://www.bainbridgefarmersmarket.org,https://www.facebook.com/BIFarmersMkt,BIfarmersmkt,,,,280 Madison Avenue North,Bainbridge Island,Kitsap,Washington,98110,04/12/2014 to 11/15/2014,Sat: 9:00 AM-1:00 PM;,11/22/2014 to 12/20/2014,Sat: 9:00 AM-2:00 PM;,,,,,-122.519178,47.626022999999996,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,5/19/2014 12:52:13 PM,WA,24522.0
382,1003411,Baker City Farmers Market,,https://www.facebook.com/pages/Baker-City-Farmers-Market/106757499355968?ref=hl,,,,,2600 East Street,Baker City,Baker,Oregon,97814,06/08/2016 to 10/12/2016,Wed: 3:30 PM-6:30 PM;,,,,,,,-117.82303600000002,44.782835999999996,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2016-06-30T10:32:52Z,OR,9473.0
388,1004882,Baldwin City Farmers' Market,,,,,,,High Street (Downtown),Baldwin City,Douglas,Kansas,66006,April to October,Sat:7:30 AM - 12:00 PM;,,,,,,,-95.188036,38.774763,Other,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,2012-05-17T13:12:47Z,KS,4555.0
392,1018417,Baldwin's Main St. Farmers Market,http://www.villageofbaldwin.com/index.aspx?nid=186,https://www.facebook.com/BaldwinsMainStFarmersMarket/,,,,,Main St. and 6th Ave.,Baldwin,St. Croix,Wisconsin,54002,06/03/2017 to 10/14/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-92.37077099999999,44.966946,,Y,N,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,2017-06-26T15:47:21Z,WI,5894.0
393,1008721,Ballard County Farmers' Market,,,,,,,328 East KY Dr,La Center,Ballard,Kentucky,42056,05/15/2013 to 10/31/2013,Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,-88.966491,37.071983,Other,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/19/2014 12:13:02 PM,KY,982.0
394,1011333,Ballard Farmers Market,http://sfmamarkets.com,Ballard Farmers Market,BallardFMKT,,seattle_farmers_markets instagram,seattle_farmers_markets instagram,5300 Ballard Ave NW,Seattle,King,Washington,98107,01/01/2015 to 12/31/2015,Sun: 10:00 AM-3:00 PM;,,,,,,,-122.384667,47.667590999999994,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,2015-07-10T16:52:53Z,WA,3643765.0
396,1003662,Ballston Spa Farmers Market,http://www.ballston.org,,,,,,"Wiswall Park, Front & Low Streets",Ballston Spa,Saratoga,New York,12020,06/12/2014 to 10/18/2014,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-73.84984,43.002364,Local government building grounds,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2014-03-14T14:22:16Z,NY,5340.0
399,1000790,Baltimore Farmers' Market,http://www.promotionandarts.org,,,,,,400 unit block of Saratoga Street,Baltimore,Baltimore City,Maryland,21210,April to December,sun:7:00 AM - 12:00 PM;,,,,,,,-76.621478,39.29290039999999,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2012-05-07T11:16:16Z,MD,2170504.0
